Director Name,Company Name,CIN,Designation,Appointment Date,Cessation
Other Directoships of LAJPAT RAI TANEJA,BHAGWATI COMMUNICATION PVT LTD,U74890DL2005PTC142079,Director,2015-09-28,Ongoing
Other Directoships of LAJPAT RAI TANEJA,RAINBOW INTERNATIONAL PRIVATE LIMITED,U74899DL1992PTC050915,Additional Director,2015-03-31,2015-09-29
Other Directoships of LAJPAT RAI TANEJA,RAINBOW INTERNATIONAL PRIVATE LIMITED,U74899DL1992PTC050915,Director,2015-09-29,Ongoing
Other Directoships of LAJPAT RAI TANEJA,RAINBOW INTERNATIONAL PRIVATE LIMITED,U74899DL1992PTC050915,Director,1998-02-02,2013-01-21
Other Directoships of LAJPAT RAI TANEJA,VARDHMAN LAND DEVELOPERS PRIVATE LIMITED,U74899DL1993PTC054889,Director,2003-08-11,Ongoing
Other Directoships of LAJPAT RAI TANEJA,GULMARG BUILDERS PRIVATE LIMITED,U74899DL1994PTC060169,Director,1999-09-07,2013-03-11
Other Directoships of LAJPAT RAI TANEJA,MAJA REALTORS PRIVATE LIMITED,U74899DL1995PTC065748,Director,2001-01-27,2015-05-29
Other Directoships of LAJPAT RAI TANEJA,SHAKTI OVERSEAS PRIVATE LIMITED,U74899DL1995PTC070466,Director,1995-07-04,2013-03-11
Other Directoships of LAJPAT RAI TANEJA,ALANKAR OVERSEAS PRIVATE LIMITED,U74899DL1995PTC072227,Additional Director,2020-06-18,2020-12-21
Other Directoships of LAJPAT RAI TANEJA,ALANKAR OVERSEAS PRIVATE LIMITED,U74899DL1995PTC072227,Director,2020-12-21,Ongoing
Other Directoships of LAJPAT RAI TANEJA,BHAGWATI BUILDTECH PRIVATE LIMITED,U74920DL2006PTC144992,Additional Director,2015-03-27,2015-09-28
Other Directoships of LAJPAT RAI TANEJA,BHAGWATI BUILDTECH PRIVATE LIMITED,U74920DL2006PTC144992,Director,2015-09-28,Ongoing
Other Directoships of ARJUN PURI,NATUREVILLE REALTORS LLP,ABB-3565,Partner,2022-06-13,Ongoing
Other Directoships of ARJUN PURI,WELTUNE PROPERTIES LLP,ACI-0820,Partner,2024-06-30,Ongoing
Other Directoships of ARJUN PURI,ORBIT REALCON PRIVATE LIMITED,U21017DL2001PTC109146,Director,2022-04-15,Ongoing
Other Directoships of ARJUN PURI,ORBIT REALCON PRIVATE LIMITED,U21017DL2001PTC109146,Director,2001-02-20,2013-06-25
Other Directoships of ARJUN PURI,PURI CONSTRUCTION PRIVATE LTD,U45201DL1971PTC005522,Additional Director,2021-04-10,2021-07-01
Other Directoships of ARJUN PURI,PURI CONSTRUCTION PRIVATE LTD,U45201DL1971PTC005522,Director,2020-12-31,2021-03-18
Other Directoships of ARJUN PURI,NATUREVILLE PROMOTERS PRIVATE LIMITED,U45201DL2005PTC133035,Director,2005-02-15,2014-03-10
Other Directoships of ARJUN PURI,PURI CONSTRUCTIONS & INFRASTRUCTURE PRIVATE LIMITED,U45400DL2007PTC165343,Director,2022-04-15,Ongoing
Other Directoships of ARJUN PURI,PURI CONSTRUCTIONS & INFRASTRUCTURE PRIVATE LIMITED,U45400DL2007PTC165343,Director,2007-06-28,2014-08-12
Other Directoships of ARJUN PURI,FULL MARK PROMOTERS AND DEVELOPERS PRIVATE LIMITED,U45400HR2009PTC048478,Additional Director,2009-04-01,2010-09-29
Other Directoships of ARJUN PURI,FULL MARK PROMOTERS AND DEVELOPERS PRIVATE LIMITED,U45400HR2009PTC048478,Director,2010-09-29,2014-03-18
Other Directoships of ARJUN PURI,FLORENTINE ESTATES OF INDIA LIMITED,U70101DL1996PLC077020,Director,1996-03-11,2014-09-10
Other Directoships of ARJUN PURI,FULL MARK FACILITIES MANAGEMENT PRIVATE LIMITED,U74140DL2012PTC243221,Director,2012-10-05,2013-07-22
Other Directoships of ARJUN PURI,A.R. FISHERIES PRIVATE LIMITED,U74899DL1987PTC029264,Director,1999-01-01,2014-05-31
Other Directoships of ARJUN PURI,PRATHAM FACILITIES MANAGEMENT PRIVATE LIMITED,U74999DL2014PTC266867,Director,2014-03-24,Ongoing
Other Directoships of ARJUN PURI,PUNJABI BY NATURE RESTAURANTS PRIVATE LIMITED.,U92412DL2007PTC165342,Director,2007-06-28,2014-08-12
Other Directoships of ARJUN PURI,MAD ENTERTAINMENT NETWORK LIMITED,U99999DL1994PTC173122,Director,1997-08-25,2014-09-10
Other Directoships of ANKUR AHUJA,AMBROZIA FRESHLY FROZEN PRIVATE LIMITED,U15549HR2022PTC105346,Director,2022-07-21,Ongoing
Other Directoships of ANKUR AHUJA,GOVERDHAN STEEL PRIVATE LIMITED,U51420PB2005PTC028572,Director,2006-07-07,Ongoing
Other Directoships of ANKUR AHUJA,FANTABULOUS TOWN DEVELOPERS PRIVATE LIMITED,U70101DL2011PTC364078,Director,2011-06-16,2016-03-05
Other Directoships of CHANKARATH SASIDHARAN,FULL TIME CONSTRUCTIONS PRIVATE LIMITED,U01100DL2009PTC188974,Director,2009-03-30,2011-10-10
Other Directoships of CHANKARATH SASIDHARAN,FULL MARK PROMOTERS AND DEVELOPERS PRIVATE LIMITED,U45400HR2009PTC048478,Director,2019-01-21,2021-08-31
Other Directoships of CHANKARATH SASIDHARAN,FLORENTINE ESTATES OF INDIA LIMITED,U70101DL1996PLC077020,Director,2016-09-01,Ongoing
Other Directoships of CHANKARATH SASIDHARAN,ZERO TIME CONSTRUCTIONS PRIVATE LIMITED,U72100DL2009PTC188964,Director,2009-03-30,2010-09-24
Other Directoships of CHANKARATH SASIDHARAN,MAD ENTERTAINMENT NETWORK LIMITED,U99999DL1994PTC173122,Director,2016-09-01,Ongoing
Other Directoships of RISHABH NAGPAL,EVERTOP ENTERPRISES PRIVATE LIMITED,U18101DL2004PTC123974,Additional Director,2015-03-30,2015-09-23
Other Directoships of RISHABH NAGPAL,EVERTOP ENTERPRISES PRIVATE LIMITED,U18101DL2004PTC123974,Director,2015-09-23,Ongoing
Other Directoships of RISHABH NAGPAL,SIMLA HILLS TRANSPORT SERVICES PVT.LTD.,U35999DL1978PTC008967,Additional Director,2011-11-24,2012-09-25
Other Directoships of RISHABH NAGPAL,SIMLA HILLS TRANSPORT SERVICES PVT.LTD.,U35999DL1978PTC008967,Director,2012-09-25,2015-03-28
Other Directoships of RISHABH NAGPAL,GLAMOUR HOUSING AND LAND DEVELOPMENT PRIVATE LIMITED,U45201DL1998PTC096318,Additional Director,2013-03-11,2013-09-17
Other Directoships of RISHABH NAGPAL,GLAMOUR HOUSING AND LAND DEVELOPMENT PRIVATE LIMITED,U45201DL1998PTC096318,Director,2013-09-17,Ongoing
Other Directoships of RISHABH NAGPAL,MILLENNIUM HOMES PRIVATE LIMITED,U45201DL2000PTC105819,Additional Director,2015-03-30,2015-09-23
Other Directoships of RISHABH NAGPAL,MILLENNIUM HOMES PRIVATE LIMITED,U45201DL2000PTC105819,Director,2015-09-23,Ongoing
Other Directoships of RISHABH NAGPAL,LOGIC COMMERCIAL ENTERPRISES PRIVATE LIMITED,U51909DL2004PTC127804,Additional Director,2011-11-24,2012-09-22
Other Directoships of RISHABH NAGPAL,LOGIC COMMERCIAL ENTERPRISES PRIVATE LIMITED,U51909DL2004PTC127804,Director,2012-09-22,2014-02-18
Other Directoships of RISHABH NAGPAL,BILLIONAIRE DRIVERS PRIVATE LIMITED,U63090DL2014PTC269543,Additional Director,2015-03-28,2015-09-29
Other Directoships of RISHABH NAGPAL,BILLIONAIRE DRIVERS PRIVATE LIMITED,U63090DL2014PTC269543,Director,2015-09-29,Ongoing
Other Directoships of RISHABH NAGPAL,AT EDUCON PRIVATE LIMITED,U68100DL2014PTC269659,Additional Director,2015-03-28,2015-09-29
Other Directoships of RISHABH NAGPAL,AT EDUCON PRIVATE LIMITED,U68100DL2014PTC269659,Director,2015-09-29,2023-03-15
Other Directoships of RISHABH NAGPAL,GARUDA HOUSING & LAND DEVELOPMENT PRIVATE LIMITED,U70100HR2011PTC043717,Additional Director,2015-03-24,2015-09-17
Other Directoships of RISHABH NAGPAL,GARUDA HOUSING & LAND DEVELOPMENT PRIVATE LIMITED,U70100HR2011PTC043717,Director,2015-09-17,Ongoing
Other Directoships of RISHABH NAGPAL,HITASHI HOUSING & LAND DEVELOPMENT PRIVATE LIMITED,U70100HR2011PTC043718,Additional Director,2015-03-24,2015-09-17
Other Directoships of RISHABH NAGPAL,HITASHI HOUSING & LAND DEVELOPMENT PRIVATE LIMITED,U70100HR2011PTC043718,Director,2015-09-17,Ongoing
Other Directoships of RISHABH NAGPAL,SAPPHIRE PROJECTS PRIVATE LIMITED,U70101DL1996PTC076686,Additional Director,2017-02-22,2017-09-27
Other Directoships of RISHABH NAGPAL,SAPPHIRE PROJECTS PRIVATE LIMITED,U70101DL1996PTC076686,Director,2017-09-27,Ongoing
Other Directoships of RISHABH NAGPAL,FANTABULOUS TOWN DEVELOPERS PRIVATE LIMITED,U70101DL2011PTC364078,Director,2011-06-16,2016-09-30
Other Directoships of RISHABH NAGPAL,DIMENSION APPARTMENTS PRIVATE LIMITED,U70102DL2011PTC227610,Director,2011-11-17,Ongoing
Other Directoships of RISHABH NAGPAL,DIMENSION TOWN PLANNERS PRIVATE LIMITED,U70102DL2011PTC227624,Director,2011-11-18,Ongoing
Other Directoships of RISHABH NAGPAL,GARUDA REALTORS PRIVATE LIMITED,U70109DL2006PTC151368,Additional Director,2013-03-11,2013-09-19
Other Directoships of RISHABH NAGPAL,GARUDA REALTORS PRIVATE LIMITED,U70109DL2006PTC151368,Director,2013-09-19,Ongoing
Other Directoships of RISHABH NAGPAL,TDI INFRACO PRIVATE LIMITED,U70109DL2006PTC153371,Additional Director,2011-11-24,2012-10-10
Other Directoships of RISHABH NAGPAL,GLOBAL I T SERVICES PRIVATE LIMITED,U72200DL2004PTC127805,Additional Director,2011-11-24,2012-09-26
Other Directoships of RISHABH NAGPAL,GLOBAL I T SERVICES PRIVATE LIMITED,U72200DL2004PTC127805,Director,2012-09-26,2015-03-25
Other Directoships of RISHABH NAGPAL,ULTIMATE CONSULTANTS PRIVATE LIMITED,U74140DL1985PTC022720,Additional Director,2013-03-11,2013-09-16
Other Directoships of RISHABH NAGPAL,ULTIMATE CONSULTANTS PRIVATE LIMITED,U74140DL1985PTC022720,Director,2013-09-16,Ongoing
Other Directoships of RISHABH NAGPAL,ESS CEE CEE AND ASSOCIATES INDIA PRIVATE LIMITED,U74899DL1979PTC009618,Additional Director,2011-11-24,2012-09-25
Other Directoships of RISHABH NAGPAL,ESS CEE CEE AND ASSOCIATES INDIA PRIVATE LIMITED,U74899DL1979PTC009618,Director,2012-09-25,2015-03-28
Other Directoships of RISHABH NAGPAL,NAV BHARAT PROMOTERS AND DEVELOPERS PRIVATE LIMITED,U74899DL1992PTC050928,Additional Director,2015-03-25,2015-09-21
Other Directoships of RISHABH NAGPAL,NAV BHARAT PROMOTERS AND DEVELOPERS PRIVATE LIMITED,U74899DL1992PTC050928,Director,2015-09-21,Ongoing
Other Directoships of RISHABH NAGPAL,NAV RACHNA NIRMAN UDYOG PRIVATE LIMITED,U74899DL1992PTC051283,Additional Director,2011-11-24,2012-09-26
Other Directoships of RISHABH NAGPAL,NAV RACHNA NIRMAN UDYOG PRIVATE LIMITED,U74899DL1992PTC051283,Director,2012-09-26,2015-03-25
Other Directoships of RISHABH NAGPAL,SONA INTERNATIONAL PRIVATE LIMITED,U74899DL1993PTC052884,Additional Director,2015-03-28,2015-09-29
Other Directoships of RISHABH NAGPAL,SONA INTERNATIONAL PRIVATE LIMITED,U74899DL1993PTC052884,Director,2015-09-29,Ongoing
Other Directoships of RISHABH NAGPAL,SITA BHAGWAT INVESTMENTS AND FINANCE LIMITED,U74899DL1994PLC057279,Additional Director,2011-11-24,2012-09-25
Other Directoships of RISHABH NAGPAL,SITA BHAGWAT INVESTMENTS AND FINANCE LIMITED,U74899DL1994PLC057279,Director,2012-09-25,Ongoing
Other Directoships of RISHABH NAGPAL,INTEGRATED OVERSEAS PRIVATE LIMITED,U74899DL1994PTC059138,Additional Director,2011-11-24,2012-09-24
Other Directoships of RISHABH NAGPAL,INTEGRATED OVERSEAS PRIVATE LIMITED,U74899DL1994PTC059138,Director,2012-09-24,2015-03-27
Other Directoships of RISHABH NAGPAL,REALGROWTH OVERSEAS PRIVATE LIMITED,U74899DL1994PTC059148,Additional Director,2011-11-24,2013-01-21
Other Directoships of RISHABH NAGPAL,GULMARG BUILDERS PRIVATE LIMITED,U74899DL1994PTC060169,Additional Director,2011-11-24,2012-09-26
Other Directoships of RISHABH NAGPAL,GULMARG BUILDERS PRIVATE LIMITED,U74899DL1994PTC060169,Director,2012-09-26,Ongoing
