Director Name,Company Name,CIN,Designation,Appointment Date,Cessation
Other Directoships of MADHAVENDRA SINGH,ZING COMPUTECH PRIVATE LIMITED,U72300DL2007PTC164918,Director,2008-09-13,Ongoing
Other Directoships of MADHAVENDRA SINGH,GALAXY I.T. INFRASTRUCTURE PRIVATE LIMITED,U72900DL2005PTC140727,Additional Director,2007-08-14,2007-09-29
Other Directoships of MADHAVENDRA SINGH,GALAXY I.T. INFRASTRUCTURE PRIVATE LIMITED,U72900DL2005PTC140727,Director,2007-09-29,2009-04-20
Other Directoships of MADHAVENDRA SINGH,ALPHA INFOSOFT PRIVATE LIMITED,U72900DL2007PTC164843,Additional Director,2007-08-14,2008-01-21
Other Directoships of MADHAVENDRA SINGH,ALPHA INFOSOFT PRIVATE LIMITED,U72900DL2007PTC164843,Director,2008-09-10,Ongoing
Other Directoships of MADHAVENDRA SINGH,BETA COMPUTECH PRIVATE LIMITED,U72900DL2007PTC164849,Additional Director,2007-08-14,2008-09-11
Other Directoships of MADHAVENDRA SINGH,BETA COMPUTECH PRIVATE LIMITED,U72900DL2007PTC164849,Director,2008-09-11,Ongoing
Other Directoships of MADHAVENDRA SINGH,ORIENT COMPUTRONICS PRIVATE LIMITED,U72900DL2007PTC165491,Additional Director,2007-08-14,2008-09-12
Other Directoships of MADHAVENDRA SINGH,ORIENT COMPUTRONICS PRIVATE LIMITED,U72900DL2007PTC165491,Director,2008-09-12,Ongoing
Other Directoships of MADHAVENDRA SINGH,AMB INFOTECH PRIVATE LIMITED,U74999DL2007PTC160042,Additional Director,2007-08-14,2008-08-31
Other Directoships of MADHAVENDRA SINGH,AMB INFOTECH PRIVATE LIMITED,U74999DL2007PTC160042,Director,2008-08-31,2010-06-17
Other Directoships of MADHAVENDRA SINGH,AMB HOMES PRIVATE LIMITED,U93090DL2007PTC160041,Additional Director,2007-08-14,2008-08-31
Other Directoships of MADHAVENDRA SINGH,AMB HOMES PRIVATE LIMITED,U93090DL2007PTC160041,Director,2008-08-31,2010-10-12
Other Directoships of SAURABH MUKUND,NET AGROFOODS PRIVATE LIMITED,U01111DL2003PTC120278,Director,2010-05-23,Ongoing
Other Directoships of SAURABH MUKUND,AGILE SUGAR INDIA PRIVATE LIMITED,U15421DL2011PTC212732,Director,2011-02-09,Ongoing
Other Directoships of SAURABH MUKUND,ABLAZE SUGAR MILLS PRIVATE LIMITED,U15421DL2011PTC212745,Director,2011-02-09,Ongoing
Other Directoships of SAURABH MUKUND,PASTILLE SUGARS PRIVATE LIMITED,U15421DL2011PTC212746,Director,2011-02-25,Ongoing
Other Directoships of SAURABH MUKUND,ADVENT SUGAR PRIVATE LIMITED,U15421DL2011PTC216447,Director,2011-03-24,Ongoing
Other Directoships of SAURABH MUKUND,WAGON INFRASTRUCTURE PRIVATE LIMITED,U45200DL2011PTC216449,Director,2011-03-24,Ongoing
Other Directoships of SAURABH MUKUND,CORE INDIA BUILDCITY PRIVATE LIMITED,U45201HR2014PTC052308,Director,2022-01-10,Ongoing
Other Directoships of SAURABH MUKUND,CORE INDIA BUILDCITY PRIVATE LIMITED,U45201HR2014PTC052308,Director,2014-03-29,2021-08-06
Other Directoships of SAURABH MUKUND,ENCHANT INFRASTRUCTURE PRIVATE LIMITED,U45400DL2011PTC218832,Director,2011-05-09,Ongoing
Other Directoships of SAURABH MUKUND,NAMRATA MARKETING PRIVATE LIMITED,U51109DL1994PTC058163,Director,2010-05-15,Ongoing
Other Directoships of SAURABH MUKUND,EXALT TRADING PRIVATE LIMITED,U52390DL2011PTC216450,Director,2011-03-24,Ongoing
Other Directoships of SAURABH MUKUND,AMB INFRABUILD PRIVATE LIMITED,U70101DL2007PTC164844,Additional Director,2012-12-26,2013-09-30
Other Directoships of SAURABH MUKUND,AMB INFRABUILD PRIVATE LIMITED,U70101DL2007PTC164844,Director,2013-09-30,2022-01-11
Other Directoships of SAURABH MUKUND,AMB INFRAVENTURES PRIVATE LIMITED,U70102DL2013PTC259779,Additional Director,2014-12-13,2015-09-30
Other Directoships of SAURABH MUKUND,AMB INFRAVENTURES PRIVATE LIMITED,U70102DL2013PTC259779,Director,2016-04-20,Ongoing
Other Directoships of SAURABH MUKUND,AMB INFRAVENTURES PRIVATE LIMITED,U70102DL2013PTC259779,Director,2015-09-30,2016-04-19
Other Directoships of SAURABH MUKUND,VS REALPROJECTS PRIVATE LIMITED,U70109DL2012PTC230154,Director,2013-04-26,2016-04-29
Other Directoships of SAURABH MUKUND,ADARSHA SUGAR SOLUTIONS PRIVATE LIMITED,U74140DL2011PTC212705,Director,2011-02-09,Ongoing
Other Directoships of SAURABH MUKUND,EIKON SUGAR MILLS PRIVATE LIMITED,U74140DL2011PTC212707,Director,2011-02-09,Ongoing
Other Directoships of SAURABH MUKUND,MODERATE HEALTHSOLUTIONS PRIVATE LIMITED,U74999DL2013PTC255667,Director,2013-07-22,Ongoing
Other Directoships of SAURABH MUKUND,V K HEALTHSOLUTIONS PRIVATE LIMITED,U85191DL2002PTC114187,Director,2010-08-16,Ongoing
Other Directoships of MANOHAR SINGH NEGI,RENOWISE BUILDERS LLP,ACF-9552,Designated Partner,2024-03-09,Ongoing
Other Directoships of MANOHAR SINGH NEGI,RENOWISE REALITY LLP,ACG-1514,Designated Partner,2024-03-19,Ongoing
Other Directoships of MANOHAR SINGH NEGI,RAWNE DEVELOPERS LLP,ACG-1689,Designated Partner,2024-03-20,Ongoing
Other Directoships of MANOHAR SINGH NEGI,FABULLE HOMES LLP,ACH-1140,Designated Partner,2024-05-10,Ongoing
Other Directoships of MANOHAR SINGH NEGI,RAWNE INFRASTRUCTURE LLP,ACH-1556,Designated Partner,2024-05-14,Ongoing
Other Directoships of MANOHAR SINGH NEGI,PROFAC MAINTENANCE SOLUTIONS LLP,ACH-4599,Designated Partner,2024-05-31,Ongoing
Other Directoships of MANOHAR SINGH NEGI,FABULLE PROJECTS LLP,ACH-7607,Designated Partner,2024-06-14,Ongoing
Other Directoships of MANOHAR SINGH NEGI,PROLEX REALTY LLP,ACH-8982,Designated Partner,2024-06-21,Ongoing
Other Directoships of MANOHAR SINGH NEGI,TRAMBAK MULTICON PVT.LTD.,U18100DL1994PTC421412,Additional Director,2022-07-22,2022-09-30
Other Directoships of MANOHAR SINGH NEGI,TRAMBAK MULTICON PVT.LTD.,U18100DL1994PTC421412,Director,2022-09-30,Ongoing
Other Directoships of MANOHAR SINGH NEGI,MEHER BUSINESS VENTURES PRIVATE LIMITED,U24239DL2003PTC121550,Additional Director,2019-11-11,2020-12-30
Other Directoships of MANOHAR SINGH NEGI,MEHER BUSINESS VENTURES PRIVATE LIMITED,U24239DL2003PTC121550,Director,2020-12-30,Ongoing
Other Directoships of MANOHAR SINGH NEGI,MEHER BUSINESS VENTURES PRIVATE LIMITED,U24239DL2003PTC121550,Director,2011-09-30,2017-03-21
Other Directoships of MANOHAR SINGH NEGI,AMB CONSTRUCTIONS PRIVATE LIMITED,U45200DL2007PTC160980,Additional Director,2019-11-11,2020-12-30
Other Directoships of MANOHAR SINGH NEGI,AMB CONSTRUCTIONS PRIVATE LIMITED,U45200DL2007PTC160980,Director,2020-12-30,Ongoing
Other Directoships of MANOHAR SINGH NEGI,AMB CONSTRUCTIONS PRIVATE LIMITED,U45200DL2007PTC160980,Director,2011-09-30,2017-03-21
Other Directoships of MANOHAR SINGH NEGI,SCTC BUILDERS PRIVATE LIMITED,U45309DL2022PTC392008,Additional Director,2022-07-29,2022-07-30
Other Directoships of MANOHAR SINGH NEGI,CELESTIAL ESTATE PRIVATE LIMITED,U45400DL2007PTC164871,Additional Director,2010-06-28,2010-10-08
Other Directoships of MANOHAR SINGH NEGI,DAZZLING CONSTRUCTION PRIVATE LIMITED,U45400DL2007PTC164872,Additional Director,2010-10-16,2011-09-20
Other Directoships of MANOHAR SINGH NEGI,DAZZLING CONSTRUCTION PRIVATE LIMITED,U45400DL2007PTC164872,Director,2011-09-20,2017-02-23
Other Directoships of MANOHAR SINGH NEGI,KHUSHI VANIJYA PVT LTD,U51109DL2005PTC245422,Additional Director,2019-11-11,2020-12-30
Other Directoships of MANOHAR SINGH NEGI,KHUSHI VANIJYA PVT LTD,U51109DL2005PTC245422,Director,2020-12-30,Ongoing
Other Directoships of MANOHAR SINGH NEGI,KHUSHI VANIJYA PVT LTD,U51109DL2005PTC245422,Director,2010-09-30,2017-03-21
Other Directoships of MANOHAR SINGH NEGI,AMB MOTELS PRIVATE LIMITED,U55101DL2007PTC164847,Additional Director,2019-11-11,2020-12-30
Other Directoships of MANOHAR SINGH NEGI,AMB MOTELS PRIVATE LIMITED,U55101DL2007PTC164847,Director,2020-12-30,Ongoing
Other Directoships of MANOHAR SINGH NEGI,AMB MOTELS PRIVATE LIMITED,U55101DL2007PTC164847,Director,2011-09-20,2017-03-21
Other Directoships of MANOHAR SINGH NEGI,AMB RESORTS PRIVATE LIMITED,U55101DL2007PTC164848,Additional Director,2010-10-01,2011-09-30
Other Directoships of MANOHAR SINGH NEGI,AMB RESORTS PRIVATE LIMITED,U55101DL2007PTC164848,Director,2011-09-30,Ongoing
Other Directoships of MANOHAR SINGH NEGI,AMB TRAVEL HOUSE PRIVATE LIMITED,U63000DL2012PTC232918,Additional Director,2019-11-11,2020-12-30
Other Directoships of MANOHAR SINGH NEGI,AMB TRAVEL HOUSE PRIVATE LIMITED,U63000DL2012PTC232918,Director,2020-12-30,Ongoing
Other Directoships of MANOHAR SINGH NEGI,AMB TRAVEL HOUSE PRIVATE LIMITED,U63000DL2012PTC232918,Director,2012-03-15,2017-03-21
Other Directoships of MANOHAR SINGH NEGI,AMB PROMOTERS PRIVATE LIMITED,U70100DL2013PTC259701,Additional Director,2019-11-11,2020-12-30
Other Directoships of MANOHAR SINGH NEGI,AMB PROMOTERS PRIVATE LIMITED,U70100DL2013PTC259701,Director,2020-12-30,Ongoing
Other Directoships of MANOHAR SINGH NEGI,AMB PROMOTERS PRIVATE LIMITED,U70100DL2013PTC259701,Director,2013-10-29,2017-03-21
Other Directoships of MANOHAR SINGH NEGI,AMB INFRABUILD PRIVATE LIMITED,U70101DL2007PTC164844,Additional Director,2024-01-24,Ongoing
Other Directoships of MANOHAR SINGH NEGI,AMB INFRABUILD PRIVATE LIMITED,U70101DL2007PTC164844,Additional Director,2010-11-09,2011-09-20
Other Directoships of MANOHAR SINGH NEGI,AMB INFRABUILD PRIVATE LIMITED,U70101DL2007PTC164844,Director,2011-09-20,2012-10-03
Other Directoships of MANOHAR SINGH NEGI,AMB INFRADEVELOPERS PRIVATE LIMITED,U70101DL2007PTC164846,Additional Director,2019-11-11,2020-12-30
Other Directoships of MANOHAR SINGH NEGI,AMB INFRADEVELOPERS PRIVATE LIMITED,U70101DL2007PTC164846,Director,2020-12-30,Ongoing
Other Directoships of MANOHAR SINGH NEGI,AMB INFRADEVELOPERS PRIVATE LIMITED,U70101DL2007PTC164846,Director,2011-09-20,2017-03-21
Other Directoships of MANOHAR SINGH NEGI,CANDEO PROJECTS PRIVATE LIMITED,U70101DL2010PTC207716,Director,2010-08-31,2011-12-09
Other Directoships of MANOHAR SINGH NEGI,KAMAKSHI INFRABUILD PRIVATE LIMITED,U70101DL2013PTC258787,Director,2013-10-07,2017-03-21
Other Directoships of MANOHAR SINGH NEGI,PANSHUL PROJECTS PRIVATE LIMITED,U70102DL2013PTC257339,Additional Director,2019-11-11,2020-12-31
Other Directoships of MANOHAR SINGH NEGI,PANSHUL PROJECTS PRIVATE LIMITED,U70102DL2013PTC257339,Director,2020-12-31,Ongoing
Other Directoships of MANOHAR SINGH NEGI,PANSHUL PROJECTS PRIVATE LIMITED,U70102DL2013PTC257339,Director,2013-09-07,2017-03-21
Other Directoships of MANOHAR SINGH NEGI,AMB INFRAPROMOTERS PRIVATE LIMITED,U70102DL2013PTC259688,Director,2013-10-28,2017-03-21
Other Directoships of MANOHAR SINGH NEGI,AMB INFRAVENTURES PRIVATE LIMITED,U70102DL2013PTC259779,Additional Director,2022-07-14,2022-09-30
Other Directoships of MANOHAR SINGH NEGI,AMB INFRAVENTURES PRIVATE LIMITED,U70102DL2013PTC259779,Director,2022-09-30,Ongoing
Other Directoships of MANOHAR SINGH NEGI,AMB INFRAVENTURES PRIVATE LIMITED,U70102DL2013PTC259779,Director,2013-11-01,2014-12-11
Other Directoships of MANOHAR SINGH NEGI,ANANTA BUILDPROP PRIVATE LIMITED,U70109DL2013PTC257886,Director,2013-09-16,2017-03-21
Other Directoships of MANOHAR SINGH NEGI,SOMNIUM HOMES PRIVATE LIMITED,U70109DL2022PTC393786,Additional Director,2022-06-20,2022-11-08
Other Directoships of MANOHAR SINGH NEGI,SOMNIUM HOMES PRIVATE LIMITED,U70109DL2022PTC393786,Director,2022-11-08,Ongoing
Other Directoships of MANOHAR SINGH NEGI,BUILDBIZ REALTY PRIVATE LIMITED,U70109DL2022PTC394833,Additional Director,2022-06-20,2022-11-08
Other Directoships of MANOHAR SINGH NEGI,BUILDBIZ REALTY PRIVATE LIMITED,U70109DL2022PTC394833,Director,2022-11-08,Ongoing
Other Directoships of MANOHAR SINGH NEGI,IMMOBILIER CONSTRUCTIONS PRIVATE LIMITED,U70109DL2022PTC408136,Director,2022-12-12,2023-01-10
Other Directoships of MANOHAR SINGH NEGI,PROPHIUS HOMES PRIVATE LIMITED,U70109DL2022PTC408309,Director,2022-12-13,2023-06-13
Other Directoships of MANOHAR SINGH NEGI,PROPHIUS PROMOTERS PRIVATE LIMITED,U70109DL2022PTC408310,Director,2022-12-13,2023-07-05
Other Directoships of MANOHAR SINGH NEGI,ABHIRVEY PROJECTS PRIVATE LIMITED,U70200DL2013PTC256758,Additional Director,2019-11-11,2020-12-30
Other Directoships of MANOHAR SINGH NEGI,ABHIRVEY PROJECTS PRIVATE LIMITED,U70200DL2013PTC256758,Director,2020-12-30,Ongoing
Other Directoships of MANOHAR SINGH NEGI,ABHIRVEY PROJECTS PRIVATE LIMITED,U70200DL2013PTC256758,Director,2013-08-21,2016-03-21
Other Directoships of MANOHAR SINGH NEGI,GALAXY I.T. INFRASTRUCTURE PRIVATE LIMITED,U72900DL2005PTC140727,Additional Director,2013-07-15,2014-09-01
Other Directoships of MANOHAR SINGH NEGI,AMB HOMES PRIVATE LIMITED,U93090DL2007PTC160041,Additional Director,2019-11-11,2020-12-31
Other Directoships of MANOHAR SINGH NEGI,AMB HOMES PRIVATE LIMITED,U93090DL2007PTC160041,Director,2022-09-30,Ongoing
Other Directoships of MANOHAR SINGH NEGI,AMB HOMES PRIVATE LIMITED,U93090DL2007PTC160041,Director,2020-12-31,2022-05-04
Other Directoships of . GARIMA,SRS FINANCE LIMITED.,L74899HR1994PLC040440,Additional Director,2014-06-17,2014-07-28
Other Directoships of . GARIMA,SRS FINANCE LIMITED.,L74899HR1994PLC040440,Director,2014-07-28,2015-03-09
Other Directoships of . GARIMA,SRS RETREAT SERVICES LIMITED,U55101HR2005PLC042465,Additional Director,2015-02-02,2015-08-05
Other Directoships of . GARIMA,SRS RETREAT SERVICES LIMITED,U55101HR2005PLC042465,Director,2015-08-05,2017-03-29
Other Directoships of . GARIMA,AMB INFRABUILD PRIVATE LIMITED,U70101DL2007PTC164844,Company Secretary,2022-04-16,2022-08-19
Other Directoships of . GARIMA,RIGHTPICK AVENUES PRIVATE LIMITED,U70109HR2017PTC068566,Additional Director,2018-02-21,2018-08-31
Other Directoships of . GARIMA,COMPLY COUNTERS PRIVATE LIMITED,U93000HR2021PTC095516,Director,2021-06-09,Ongoing
Other Directoships of ANIL PARASHAR,INTERGLOBE AVIATION LIMITED,L62100DL2004PLC129768,Additional Director,2018-10-16,2019-08-27
Other Directoships of ANIL PARASHAR,INTERGLOBE AVIATION LIMITED,L62100DL2004PLC129768,Director,2019-08-27,Ongoing
Other Directoships of ANIL PARASHAR,INTERGLOBE AVIATION LIMITED,L62100DL2004PLC129768,Director,2007-09-28,2015-03-26
Other Directoships of ANIL PARASHAR,AWFIS SPACE SOLUTIONS LIMITED,L74999DL2014PLC274236,Additional Director,2023-12-03,2023-12-15
Other Directoships of ANIL PARASHAR,AWFIS SPACE SOLUTIONS LIMITED,L74999DL2014PLC274236,Director,2023-12-16,Ongoing
Other Directoships of ANIL PARASHAR,ISHA STEEL TREATMENT PRIVATE LIMITED,U13100MH1972PTC015537,Additional Director,2012-11-29,2013-09-26
Other Directoships of ANIL PARASHAR,ISHA STEEL TREATMENT PRIVATE LIMITED,U13100MH1972PTC015537,Director,2013-09-26,2015-02-11
Other Directoships of ANIL PARASHAR,ASHFORD PROPERTIES PRIVATE LIMITED,U45200DL2007PTC244273,Additional Director,2013-09-03,2013-09-27
Other Directoships of ANIL PARASHAR,ASHFORD PROPERTIES PRIVATE LIMITED,U45200DL2007PTC244273,Director,2013-09-27,2015-02-11
Other Directoships of ANIL PARASHAR,SHREE NAMAN HOTELS PRIVATE LIMITED,U45200MH2006PTC160441,Additional Director,2013-09-16,2013-09-28
Other Directoships of ANIL PARASHAR,SHREE NAMAN HOTELS PRIVATE LIMITED,U45200MH2006PTC160441,Alternate Director,2012-11-26,2013-08-27
Other Directoships of ANIL PARASHAR,SHREE NAMAN HOTELS PRIVATE LIMITED,U45200MH2006PTC160441,Director,2013-09-28,2015-03-05
Other Directoships of ANIL PARASHAR,PEGASUS BUILDTECH PRIVATE LIMITED,U45201DL2003PTC121720,Additional Director,2012-11-30,2013-09-30
Other Directoships of ANIL PARASHAR,PEGASUS BUILDTECH PRIVATE LIMITED,U45201DL2003PTC121720,Director,2013-09-30,2018-11-22
Other Directoships of ANIL PARASHAR,WORLD CONNECT PRIVATE LIMITED,U51109DL2000PTC106077,Additional Director,2009-09-17,2010-09-15
Other Directoships of ANIL PARASHAR,WORLD CONNECT PRIVATE LIMITED,U51109DL2000PTC106077,Director,2010-09-15,Ongoing
Other Directoships of ANIL PARASHAR,ARA HOSPITALITY PRIVATE LIMITED,U55101DL2004PTC127156,Additional Director,2012-07-30,2012-09-25
Other Directoships of ANIL PARASHAR,ARA HOSPITALITY PRIVATE LIMITED,U55101DL2004PTC127156,Director,2012-09-25,Ongoing
Other Directoships of ANIL PARASHAR,INTERGLOBE HOTELS PRIVATE LIMITED,U55101DL2004PTC128567,Director,2006-04-07,2018-11-12
Other Directoships of ANIL PARASHAR,AAPC INDIA HOTEL MANAGEMENT PRIVATE LIMITED,U55101DL2004PTC130073,Alternate Director,2012-09-26,2012-11-29
Other Directoships of ANIL PARASHAR,CADDIE HOTELS PRIVATE LIMITED,U55101DL2008PTC175885,Additional Director,2009-12-10,2010-09-28
Other Directoships of ANIL PARASHAR,CADDIE HOTELS PRIVATE LIMITED,U55101DL2008PTC175885,Alternate Director,2011-11-15,2011-11-17
Other Directoships of ANIL PARASHAR,CADDIE HOTELS PRIVATE LIMITED,U55101DL2008PTC175885,Director,2010-09-28,2011-11-15
Other Directoships of ANIL PARASHAR,ACCENT HOTELS PRIVATE LIMITED,U55101DL2008PTC175886,Alternate Director,2011-06-27,2011-08-18
Other Directoships of ANIL PARASHAR,TRIGUNA HOSPITALITY VENTURES (INDIA) PRIVATE LIMITED,U55101DL2010PTC206975,Alternate Director,2011-06-24,2011-08-18
Other Directoships of ANIL PARASHAR,TRIGUNA HOSPITALITY VENTURES (INDIA) PRIVATE LIMITED,U55101DL2010PTC206975,Director,2010-08-12,2011-06-24
Other Directoships of ANIL PARASHAR,SCANDINAVIAN AIRLINES SYSTEM INDIA PRIVATE LIMITED,U62100DL1999PTC100664,Additional Director,2009-08-24,Ongoing
Other Directoships of ANIL PARASHAR,INTERGLOBE AIR TRANSPORT LIMITED,U62200DL2009PLC196031,Director,2018-09-19,2018-11-12
Other Directoships of ANIL PARASHAR,AIR FRANCE GROUND HANDLING INDIA PRIVATE LIMITED,U63013DL2006PTC154984,Director,2007-06-21,Ongoing
Other Directoships of ANIL PARASHAR,NAVIGATOR TRAVEL SERVICES PRIVATE LIMITED,U63040DL1981PTC011907,Director,2006-03-27,Ongoing
Other Directoships of ANIL PARASHAR,ACQUIRE INFRASTRUCTURE PRIVATE LIMITED,U70101DL2012PTC235010,Director,2012-04-30,2014-04-28
Other Directoships of ANIL PARASHAR,SRILANAND MANSIONS PRIVATE LIMITED,U70102DL2005PTC209600,Additional Director,2009-11-12,2010-09-28
Other Directoships of ANIL PARASHAR,SRILANAND MANSIONS PRIVATE LIMITED,U70102DL2005PTC209600,Alternate Director,2011-06-27,2011-08-18
Other Directoships of ANIL PARASHAR,SRILANAND MANSIONS PRIVATE LIMITED,U70102DL2005PTC209600,Director,2010-09-28,2011-06-27
Other Directoships of ANIL PARASHAR,ACQUIRE INFRACON PRIVATE LIMITED,U70102DL2012PTC235009,Director,2012-04-30,Ongoing
Other Directoships of ANIL PARASHAR,SARV ESTATE PRIVATE LIMITED,U70109DL2011PTC218867,Additional Director,2012-05-04,2013-08-02
Other Directoships of ANIL PARASHAR,SARV ESTATE PRIVATE LIMITED,U70109DL2011PTC218867,Director,2013-08-02,2016-02-03
Other Directoships of ANIL PARASHAR,ACQUIRE PROPBUILD PRIVATE LIMITED,U70200DL2012PTC235006,Director,2012-04-30,Ongoing
Other Directoships of ANIL PARASHAR,NORTH SHORE TECHNOLOGIES PRIVATE LIMITED,U72200DL1999PTC102142,Additional Director,2007-04-16,2012-01-25
Other Directoships of ANIL PARASHAR,IGT SOLUTIONS PRIVATE LIMITED.,U72200MH1999PTC298128,Additional Director,2012-11-06,2013-09-12
Other Directoships of ANIL PARASHAR,IGT SOLUTIONS PRIVATE LIMITED.,U72200MH1999PTC298128,Alternate Director,2012-05-02,2012-11-06
Other Directoships of ANIL PARASHAR,IGT SOLUTIONS PRIVATE LIMITED.,U72200MH1999PTC298128,Director,2013-09-12,Ongoing
Other Directoships of ANIL PARASHAR,IGT SOLUTIONS PRIVATE LIMITED.,U72200MH1999PTC298128,Director,2003-05-26,2012-05-02
Other Directoships of ANIL PARASHAR,UNDERHILL VENTURES PRIVATE LIMITED,U72200MP2011PTC026973,Director,2011-10-18,2014-04-24
Other Directoships of ANIL PARASHAR,IGT SOLUTIONS PRIVATE LIMITED,U72300PN1998PTC187929,Additional Director,2011-09-09,2011-09-30
Other Directoships of ANIL PARASHAR,IGT SOLUTIONS PRIVATE LIMITED,U72300PN1998PTC187929,Director,2011-09-30,2018-11-22
Other Directoships of ANIL PARASHAR,ITQ CONSULTANCY PRIVATE LIMITED,U74140DL2007PTC162695,Additional Director,2008-09-23,2009-06-30
Other Directoships of ANIL PARASHAR,ITQ CONSULTANCY PRIVATE LIMITED,U74140DL2007PTC162695,Director,2009-06-30,Ongoing
Other Directoships of ANIL PARASHAR,IGT SOLUTIONS INTERNATIONAL PRIVATE LIMITED,U74140HR2010PTC043445,Additional Director,2011-12-08,2012-09-27
Other Directoships of ANIL PARASHAR,IGT SOLUTIONS INTERNATIONAL PRIVATE LIMITED,U74140HR2010PTC043445,Alternate Director,2011-12-07,2011-12-08
Other Directoships of ANIL PARASHAR,IGT SOLUTIONS INTERNATIONAL PRIVATE LIMITED,U74140HR2010PTC043445,Director,2012-09-27,2012-10-10
Other Directoships of ANIL PARASHAR,UNIWORLD INSURANCE AGENCY PRIVATE LIMITED,U74899DL1991PTC042800,Additional Director,2012-12-31,2013-05-17
Other Directoships of ANIL PARASHAR,UNIWORLD INSURANCE AGENCY PRIVATE LIMITED,U74899DL1991PTC042800,Director,2013-05-17,Ongoing
Other Directoships of ANIL PARASHAR,CALLEO DISTRIBUTION TECHNOLOGIES PRIVATE LIMITED,U74899DL2005PTC137167,Additional Director,2017-02-13,2017-09-22
Other Directoships of ANIL PARASHAR,CALLEO DISTRIBUTION TECHNOLOGIES PRIVATE LIMITED,U74899DL2005PTC137167,Director,2017-09-22,Ongoing
Other Directoships of ANIL PARASHAR,TECHPARK HOTELS PRIVATE LIMITED,U74899DL2006PTC144822,Additional Director,2008-09-09,2008-09-09
Other Directoships of ANIL PARASHAR,TECHPARK HOTELS PRIVATE LIMITED,U74899DL2006PTC144822,Alternate Director,2011-06-27,2011-08-18
Other Directoships of ANIL PARASHAR,TECHPARK HOTELS PRIVATE LIMITED,U74899DL2006PTC144822,Director,2008-09-09,2011-06-27
Other Directoships of ANIL PARASHAR,INTERGLOBE AIRCRAFT MANAGEMENT SERVICES PRIVATE LIMITED,U74999DL1993PTC054944,Additional Director,2012-05-25,2012-07-31
Other Directoships of ANIL PARASHAR,INTERGLOBE AIRCRAFT MANAGEMENT SERVICES PRIVATE LIMITED,U74999DL1993PTC054944,Director,2012-07-31,Ongoing
Other Directoships of ANIL PARASHAR,INDUS AVIATION SERVICES PRIVATE LIMITED,U74999DL2001PTC111438,Additional Director,2010-06-10,2010-07-30
Other Directoships of ANIL PARASHAR,INDUS AVIATION SERVICES PRIVATE LIMITED,U74999DL2001PTC111438,Director,2010-07-30,Ongoing
Other Directoships of ANIL PARASHAR,INTERGLOBE TECHNOLOGY QUOTIENT PRIVATE LIMITED,U74999DL2005PTC132134,Additional Director,2014-03-28,2014-04-01
Other Directoships of ANIL PARASHAR,INTERGLOBE TECHNOLOGY QUOTIENT PRIVATE LIMITED,U74999DL2005PTC132134,Alternate Director,2013-08-26,2013-08-26
Other Directoships of ANIL PARASHAR,INTERGLOBE TECHNOLOGY QUOTIENT PRIVATE LIMITED,U74999DL2005PTC132134,Director,2005-02-09,2009-12-17
Other Directoships of ANIL PARASHAR,INTERGLOBE TECHNOLOGY QUOTIENT PRIVATE LIMITED,U74999DL2005PTC132134,Whole-time director,2014-04-01,Ongoing
Other Directoships of ANIL PARASHAR,INTERGLOBE TECHNOLOGIES INTERNATIONAL PRIVATE LIMITED,U74999MH2009PTC298129,Director,2009-06-05,2009-12-02
Other Directoships of ANIL PARASHAR,INTERGLOBE EDUCATION SERVICES LIMITED,U80301DL2011PLC224686,Additional Director,2012-12-31,2013-06-10
Other Directoships of ANIL PARASHAR,INTERGLOBE EDUCATION SERVICES LIMITED,U80301DL2011PLC224686,Director,2013-06-10,Ongoing
Other Directoships of ANIL PARASHAR,ASSOCIATION OF CFO WELFARE INDIA,U85110DL2018NPL342982,Director,2018-12-12,Ongoing
Other Directoships of ANIL PARASHAR,INTERGLOBE FOUNDATION,U92490DL2010NPL199860,Director,2010-03-09,2018-11-12
Other Directoships of ANIL PARASHAR,UR HOUSEKEEPING SERVICES PRIVATE LIMITED,U93000DL2010PTC197713,Director,2010-01-06,2010-01-12
Other Directoships of RAJESH KUMAR SINGH,HOTEL CORPORATION OF INDIA LIMITED,U55101DL1971GOI394499,Director,2006-03-01,2009-02-09
Other Directoships of RAJESH KUMAR SINGH,AIR INDIA LIMITED,U62100DL1992GOI048581,Director,2006-01-22,Ongoing
Other Directoships of RAJESH KUMAR SINGH,INDIAN AIRLINES LIMITED,U62100DL1992GOI048582,Director,2006-06-27,Ongoing
Other Directoships of RAJESH KUMAR SINGH,AIR INDIA LIMITED,U62200HR2007PLC111539,Director,2007-03-30,2009-02-09
Other Directoships of RAJESH KUMAR SINGH,IAL AIRPORT SERVICES LIMITED,U63013DL2003GOI121950,Director,2006-02-08,2009-02-16
Other Directoships of RAJESH KUMAR SINGH,AI AIRPORT SERVICES LIMITED,U63090DL2003PLC120790,Director,2006-03-02,2009-02-16
Other Directoships of RAJESH KUMAR SINGH,AI ENGINEERING SERVICES LIMITED,U74210DL2004GOI125114,Director,2006-03-02,2009-02-16
Other Directoships of RAJESH KUMAR SINGH,INTERGLOBE EDUCATION FOUNDATION,U80904DL2011NPL224204,Director,2011-08-26,2023-10-05
Other Directoships of SIDDHANTA SHARMA,SPICEJET LIMITED,L51909DL1984PLC288239,Whole-time director,2001-03-31,2008-07-31
